3599.5497400000  2.205058969654921e-02
3599.5520928593  2.205915807134864e-02
3599.5544457186  2.206773146113729e-02
3599.5567985779  2.207630986984244e-02
3599.5591514371  2.208489330140023e-02
3599.5615042964  2.209348175974565e-02
3599.5638571557  2.210207524881927e-02
3599.5662100150  2.211067377256547e-02
3599.5685628743  2.211927733493092e-02
3599.5709157336  2.212788593987112e-02
3599.5732685929  2.213649959134048e-02
3599.5756214521  2.214511829329896e-02
3599.5779743114  2.215374204971043e-02
3599.5803271707  2.216237086454098e-02
3599.5826800300  2.217100474176563e-02
3599.5850328893  2.217964368535829e-02
3599.5873857486  2.218828769929847e-02
3599.5897386079  2.219693678756961e-02
3599.5920914671  2.220559095415737e-02
3599.5944443264  2.221425020305640e-02
3599.5967971857  2.222291453826021e-02
3599.5991500450  2.223158396376799e-02
3599.6015029043  2.224025848358284e-02
3599.6038557636  2.224893810171012e-02
3599.6062086229  2.225762282216423e-02
3599.6085614821  2.226631264895841e-02
3599.6109143414  2.227500758611162e-02
3599.6132672007  2.228370763764676e-02
3599.6156200600  2.229241280758902e-02
3599.6179729193  2.230112309997261e-02
3599.6203257786  2.230983851883067e-02
3599.6226786379  2.231855906820204e-02
3599.6250314971  2.232728475212952e-02
3599.6273843564  2.233601557465823e-02
3599.6297372157  2.234475153984236e-02
3599.6320900750  2.235349265173505e-02
3599.6344429343  2.236223891439511e-02
3599.6367957936  2.237099033188542e-02
3599.6391486529  2.237974690827110e-02
3599.6415015122  2.238850864762645e-02
3599.6438543714  2.239727555402471e-02
3599.6462072307  2.240604763154483e-02
3599.6485600900  2.241482488426980e-02
3599.6509129493  2.242360731628497e-02
3599.6532658086  2.243239493168480e-02
3599.6556186679  2.244118773456277e-02
3599.6579715272  2.244998572901807e-02
3599.6603243864  2.245878891915398e-02
3599.6626772457  2.246759730907612e-02
3599.6650301050  2.247641090289930e-02
3599.6673829643  2.248522970473733e-02
3599.6697358236  2.249405371870976e-02
3599.6720886829  2.250288294894025e-02
3599.6744415422  2.251171739955488e-02
3599.6767944014  2.252055707468888e-02
3599.6791472607  2.252940197847652e-02
3599.6815001200  2.253825211505785e-02
3599.6838529793  2.254710748857706e-02
3599.6862058386  2.255596810318072e-02
3599.6885586979  2.256483396302468e-02
3599.6909115572  2.257370507226378e-02
3599.6932644164  2.258258143505867e-02
3599.6956172757  2.259146305557420e-02
3599.6979701350  2.260034993797757e-02
3599.7003229943  2.260924208644536e-02
3599.7026758536  2.261813950515309e-02
3599.7050287129  2.262704219828218e-02
3599.7073815722  2.263595017001648e-02
3599.7097344314  2.264486342454918e-02
3599.7120872907  2.265378196607248e-02
3599.7144401500  2.266270579878447e-02
3599.7167930093  2.267163492688743e-02
3599.7191458686  2.268056935458610e-02
3599.7214987279  2.268950908609458e-02
3599.7238515872  2.269845412562601e-02
3599.7262044464  2.270740447739944e-02
3599.7285573057  2.271636014563813e-02
3599.7309101650  2.272532113456784e-02
3599.7332630243  2.273428744842371e-02
3599.7356158836  2.274325909143994e-02
3599.7379687429  2.275223606785667e-02
3599.7403216022  2.276121838191828e-02
3599.7426744614  2.277020603787165e-02
3599.7450273207  2.277919903997310e-02
3599.7473801800  2.278819739247803e-02
3599.7497330393  2.279720109964777e-02
3599.7520858986  2.280621016574796e-02
3599.7544387579  2.281522459504672e-02
3599.7567916172  2.282424439182171e-02
3599.7591444764  2.283326956034959e-02
3599.7614973357  2.284230010491308e-02
3599.7638501950  2.285133602979918e-02
3599.7662030543  2.286037733929739e-02
3599.7685559136  2.286942403770678e-02
3599.7709087729  2.287847612932551e-02
3599.7732616322  2.288753361845771e-02
3599.7756144914  2.289659650941190e-02
3599.7779673507  2.290566480649912e-02
3599.7803202100  2.291473851403999e-02
3599.7826730693  2.292381763635421e-02
3599.7850259286  2.293290217776756e-02
3599.7873787879  2.294199214261014e-02
3599.7897316472  2.295108753521467e-02
3599.7920845065  2.296018835992347e-02
3599.7944373657  2.296929462107792e-02
3599.7967902250  2.297840632302553e-02
3599.7991430843  2.298752347011818e-02
3599.8014959436  2.299664606671036e-02
3599.8038488029  2.300577411716618e-02
3599.8062016622  2.301490762584889e-02
3599.8085545215  2.302404659712787e-02
3599.8109073807  2.303319103537688e-02
3599.8132602400  2.304234094497229e-02
3599.8156130993  2.305149633030023e-02
3599.8179659586  2.306065719574586e-02
3599.8203188179  2.306982354570057e-02
3599.8226716772  2.307899538456015e-02
3599.8250245365  2.308817271672302e-02
3599.8273773957  2.309735554659738e-02
3599.8297302550  2.310654387859050e-02
3599.8320831143  2.311573771711591e-02
3599.8344359736  2.312493706659153e-02
3599.8367888329  2.313414193143799e-02
3599.8391416922  2.314335231608566e-02
3599.8414945515  2.315256822496411e-02
3599.8438474107  2.316178966250909e-02
3599.8462002700  2.317101663316083e-02
3599.8485531293  2.318024914136226e-02
3599.8509059886  2.318948719156614e-02
3599.8532588479  2.319873078822435e-02
3599.8556117072  2.320797993579508e-02
3599.8579645665  2.321723463874099e-02
3599.8603174257  2.322649490152743e-02
3599.8626702850  2.323576072862968e-02
3599.8650231443  2.324503212452211e-02
3599.8673760036  2.325430909368545e-02
3599.8697288629  2.326359164060492e-02
3599.8720817222  2.327287976976847e-02
3599.8744345815  2.328217348567398e-02
3599.8767874407  2.329147279281852e-02
3599.8791403000  2.330077769570542e-02
3599.8814931593  2.331008819884264e-02
3599.8838460186  2.331940430674085e-02
3599.8861988779  2.332872602392070e-02
3599.8885517372  2.333805335490201e-02
3599.8909045965  2.334738630421097e-02
3599.8932574557  2.335672487637835e-02
3599.8956103150  2.336606907593769e-02
3599.8979631743  2.337541890743255e-02
3599.9003160336  2.338477437540566e-02
3599.9026688929  2.339413548440616e-02
3599.9050217522  2.340350223898780e-02
3599.9073746115  2.341287464370712e-02
3599.9097274707  2.342225270313074e-02
3599.9120803300  2.343163642182443e-02
3599.9144331893  2.344102580436044e-02
3599.9167860486  2.345042085531563e-02
3599.9191389079  2.345982157926968e-02
3599.9214917672  2.346922798081238e-02
3599.9238446265  2.347864006453275e-02
3599.9261974857  2.348805783502621e-02
3599.9285503450  2.349748129689293e-02
3599.9309032043  2.350691045473586e-02
3599.9332560636  2.351634531316811e-02
3599.9356089229  2.352578587680203e-02
3599.9379617822  2.353523215025646e-02
3599.9403146415  2.354468413815492e-02
3599.9426675007  2.355414184512383e-02
3599.9450203600  2.356360527579975e-02
3599.9473732193  2.357307443481851e-02
3599.9497260786  2.358254932682248e-02
3599.9520789379  2.359202995645873e-02
3599.9544317972  2.360151632837722e-02
3599.9567846565  2.361100844723817e-02
3599.9591375158  2.362050631770102e-02
3599.9614903750  2.363000994443178e-02
3599.9638432343  2.363951933210125e-02
3599.9661960936  2.364903448538308e-02
3599.9685489529  2.365855540896127e-02
3599.9709018122  2.366808210751901e-02
3599.9732546715  2.367761458574613e-02
3599.9756075308  2.368715284833727e-02
3599.9779603900  2.369669689998994e-02
3599.9803132493  2.370624674541204e-02
3599.9826661086  2.371580238931068e-02
3599.9850189679  2.372536383639967e-02
3599.9873718272  2.373493109139759e-02
3599.9897246865  2.374450415902600e-02
3599.9920775458  2.375408304401681e-02
3599.9944304050  2.376366775110125e-02
3599.9967832643  2.377325828501718e-02
3599.9991361236  2.378285465050734e-02
3600.0014889829  2.379245685231744e-02
3600.0038418422  2.380206489520361e-02
3600.0061947015  2.381167878392126e-02
3600.0085475608  2.382129852323252e-02
3600.0109004200  2.383092411790442e-02
3600.0132532793  2.384055557270695e-02
3600.0156061386  2.385019289242061e-02
3600.0179589979  2.385983608182517e-02
3600.0203118572  2.386948514570717e-02
3600.0226647165  2.387914008885618e-02
3600.0250175758  2.388880091607226e-02
3600.0273704350  2.389846763215481e-02
3600.0297232943  2.390814024190998e-02
3600.0320761536  2.391781875014886e-02
3600.0344290129  2.392750316168560e-02
3600.0367818722  2.393719348134489e-02
3600.0391347315  2.394688971395074e-02
3600.0414875908  2.395659186433400e-02
3600.0438404500  2.396629993733045e-02
3600.0461933093  2.397601393777896e-02
3600.0485461686  2.398573387052901e-02
3600.0508990279  2.399545974042939e-02
3600.0532518872  2.400519155233577e-02
3600.0556047465  2.401492931110880e-02
3600.0579576058  2.402467302161222e-02
3600.0603104650  2.403442268872043e-02
3600.0626633243  2.404417831730719e-02
3600.0650161836  2.405393991225314e-02
3600.0673690429  2.406370747844392e-02
3600.0697219022  2.407348102076831e-02
3600.0720747615  2.408326054412581e-02
3600.0744276208  2.409304605341525e-02
3600.0767804800  2.410283755354242e-02
